"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Packaging","Series","Color","CCT (K)","Flux @ 85°C, Current - Test","Flux @ 25°C, Current - Test","Current - Test","Voltage - Forward (Vf) (Typ)","Lumens/Watt @ Current - Test","CRI (Color Rendering Index)","Current - Max","Viewing Angle","Mounting Type","Package / Case"
"http://www.lumileds.com/uploads/408/DS204-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3535-2D.jpg","1416-1244-1-ND","MXC9-PW35-0000","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",9696,0,"0.28347",2000,1,"Cut Tape (CT)","LUXEON 3535 2D","White, Warm","3500K","-","62 lm (Typ)","100mA","6.1V","102 lm/W","90","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/408/DS204-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON3535-2D.jpg","1416-1244-6-ND","MXC9-PW35-0000","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",9696,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3535 2D","White, Warm","3500K","-","62 lm (Typ)","100mA","6.1V","102 lm/W","90","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW9Q14C(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich-Series-LED-SMD-COOL-WHITE.jpg","897-1187-1-ND","STW9Q14C-T0U7-EA","Seoul Semiconductor Inc.","LED ACRICH NEU WHITE 4000K 2211",6965,0,"0.30387",2000,1,"Cut Tape (CT)","Acrich","White, Neutral","4000K (3700K ~ 4200K)","-","31 lm (Typ)","100mA","3.15V","98 lm/W","90","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW9Q14C(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich-Series-LED-SMD-COOL-WHITE.jpg","897-1187-6-ND","STW9Q14C-T0U7-EA","Seoul Semiconductor Inc.","LED ACRICH NEU WHITE 4000K 2211",6965,0,"Calculate",2000,1,"Digi-Reel®","Acrich","White, Neutral","4000K (3700K ~ 4200K)","-","31 lm (Typ)","100mA","3.15V","98 lm/W","90","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW9Q14C(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich-Series-LED-SMD-COOL-WHITE.jpg","897-1189-1-ND","STW9Q14C-T0U0-GA","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3000K 2211",9654,0,"0.30387",2000,1,"Cut Tape (CT)","Acrich","White, Warm","3000K (2900K ~ 3200K)","-","33 lm (32 lm ~ 34 lm)","100mA","3.15V","105 lm/W","90","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW9Q14C(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich-Series-LED-SMD-COOL-WHITE.jpg","897-1189-6-ND","STW9Q14C-T0U0-GA","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3000K 2211",9654,0,"Calculate",2000,1,"Digi-Reel®","Acrich","White, Warm","3000K (2900K ~ 3200K)","-","33 lm (32 lm ~ 34 lm)","100mA","3.15V","105 lm/W","90","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Photos/Cree%20Photos/CLA1B-MKW-XD0F0E63.JPG","CLA1B-MKW-XD0F0E63TR-ND","CLA1B-MKW-XD0F0E63","Cree Inc.","LED CLA1B WARM WHT 80CRI 4LCC",6000,0,"0.26430",2000,2000,"Tape & Reel (TR)","CLA1B-WKW/MKW","White, Warm","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","39 lm/W","80","80mA","120°","Surface Mount","4-PLCC"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Photos/Cree%20Photos/CLA1B-MKW-XD0F0E63.JPG","CLA1B-MKW-XD0F0E63CT-ND","CLA1B-MKW-XD0F0E63","Cree Inc.","LED CLA1B WARM WHT 80CRI 4LCC",9477,0,"0.29193",2000,1,"Cut Tape (CT)","CLA1B-WKW/MKW","White, Warm","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","39 lm/W","80","80mA","120°","Surface Mount","4-PLCC"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Photos/Cree%20Photos/CLA1B-MKW-XD0F0E63.JPG","CLA1B-MKW-XD0F0E63DKR-ND","CLA1B-MKW-XD0F0E63","Cree Inc.","LED CLA1B WARM WHT 80CRI 4LCC",9477,0,"Calculate",2000,1,"Digi-Reel®","CLA1B-WKW/MKW","White, Warm","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","39 lm/W","80","80mA","120°","Surface Mount","4-PLCC"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Photos/Cree%20Photos/CLA1B-MKW-XD0F0E73.JPG","CLA1B-MKW-XD0F0E73TR-ND","CLA1B-MKW-XD0F0E73","Cree Inc.","LED CLA1B WARM WHT 80CRI 4LCC",4000,0,"0.26430",2000,2000,"Tape & Reel (TR)","CLA1B-WKW/MKW","White, Warm","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","39 lm/W","80","80mA","120°","Surface Mount","4-PLCC"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Photos/Cree%20Photos/CLA1B-MKW-XD0F0E73.JPG","CLA1B-MKW-XD0F0E73CT-ND","CLA1B-MKW-XD0F0E73","Cree Inc.","LED CLA1B WARM WHT 80CRI 4LCC",4439,0,"0.29193",2000,1,"Cut Tape (CT)","CLA1B-WKW/MKW","White, Warm","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","39 lm/W","80","80mA","120°","Surface Mount","4-PLCC"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Photos/Cree%20Photos/CLA1B-MKW-XD0F0E73.JPG","CLA1B-MKW-XD0F0E73DKR-ND","CLA1B-MKW-XD0F0E73","Cree Inc.","LED CLA1B WARM WHT 80CRI 4LCC",4439,0,"Calculate",2000,1,"Digi-Reel®","CLA1B-WKW/MKW","White, Warm","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","39 lm/W","80","80mA","120°","Surface Mount","4-PLCC"
"http://www.semicon.panasonic.co.jp/ds4/LNJ03004BDD1_E.pdf","http://media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_LNJ03004xxD1.jpg","P16843CT-ND","LNJ03004BDD1","Panasonic Electronic Components","LED COOL WHITE 6500K 82CRI 1212",4581,0,"0.30835",2000,1,"Cut Tape (CT)","-","White, Cool","6500K","-","26 lm (22 lm ~ 30 lm)","60mA","2.95V","147 lm/W","82 (Typ)","120mA","-","Surface Mount","1212 (3030 Metric)"
"http://www.semicon.panasonic.co.jp/ds4/LNJ03004BDD1_E.pdf","http://media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_LNJ03004xxD1.jpg","P16843DKR-ND","LNJ03004BDD1","Panasonic Electronic Components","LED COOL WHITE 6500K 82CRI 1212",4581,0,"Calculate",2000,1,"Digi-Reel®","-","White, Cool","6500K","-","26 lm (22 lm ~ 30 lm)","60mA","2.95V","147 lm/W","82 (Typ)","120mA","-","Surface Mount","1212 (3030 Metric)"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLB.pdf","http://media.digikey.com/Photos/Cree%20Photos/ML-B.jpg","MLBAWT-A1-0000-000VE7TR-ND","MLBAWT-A1-0000-000VE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",4200,0,"0.29864",2800,1400,"Tape & Reel (TR)","XLamp® ML-B","White, Warm","3000K","-","21 lm (18 lm ~ 24 lm)","80mA","3.3V","80 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLB.pdf","http://media.digikey.com/Photos/Cree%20Photos/ML-B.jpg","MLBAWT-A1-0000-000VE7CT-ND","MLBAWT-A1-0000-000VE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",4955,0,"0.42558",2000,1,"Cut Tape (CT)","XLamp® ML-B","White, Warm","3000K","-","21 lm (18 lm ~ 24 lm)","80mA","3.3V","80 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLB.pdf","http://media.digikey.com/Photos/Cree%20Photos/ML-B.jpg","MLBAWT-A1-0000-000VE7DKR-ND","MLBAWT-A1-0000-000VE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",4955,0,"Calculate",2000,1,"Digi-Reel®","XLamp® ML-B","White, Warm","3000K","-","21 lm (18 lm ~ 24 lm)","80mA","3.3V","80 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW8C2SA(2).pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_STW8C2SA.jpg","897-1192-1-ND","STW8C2SA-K21K26-BA","Seoul Semiconductor Inc.","LED ACRICH COOL WHITE 5600K 2SMD",11738,0,"0.36957",2000,1,"Cut Tape (CT)","Acrich","White, Cool","5600K (5300K ~ 6000K)","-","73 lm (Typ)","100mA","6.3V","116 lm/W","80","200mA","120°","Surface Mount","2-SMD, No Lead"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW8C2SA(2).pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_STW8C2SA.jpg","897-1192-6-ND","STW8C2SA-K21K26-BA","Seoul Semiconductor Inc.","LED ACRICH COOL WHITE 5600K 2SMD",11738,0,"Calculate",2000,1,"Digi-Reel®","Acrich","White, Cool","5600K (5300K ~ 6000K)","-","73 lm (Typ)","100mA","6.3V","116 lm/W","80","200mA","120°","Surface Mount","2-SMD, No Lead"
"http://www.lumileds.com/uploads/460/DS206-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/LUXEON%203535%20HV%20SERIES.jpg","1416-1254-1-ND","L135-40800BHV00001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",10475,0,"0.33644",2000,1,"Cut Tape (CT)","LUXEON 3535 HV","White, Neutral","4000K","-","48 lm (Typ)","15mA","24V","133 lm/W","80","30mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/460/DS206-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/LUXEON%203535%20HV%20SERIES.jpg","1416-1254-6-ND","L135-40800BHV00001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",10475,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3535 HV","White, Neutral","4000K","-","48 lm (Typ)","15mA","24V","133 lm/W","80","30mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/460/DS206-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/LUXEON%203535%20HV%20SERIES.jpg","1416-1255-1-ND","L135-50800BHV00001","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",9721,0,"0.33644",2000,1,"Cut Tape (CT)","LUXEON 3535 HV","White, Cool","5000K","-","48 lm (Typ)","15mA","24V","133 lm/W","80","30mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/460/DS206-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/LUXEON%203535%20HV%20SERIES.jpg","1416-1255-6-ND","L135-50800BHV00001","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",9721,0,"Calculate",2000,1,"Digi-Reel®","LUXEON 3535 HV","White, Cool","5000K","-","48 lm (Typ)","15mA","24V","133 lm/W","80","30mA","-","Surface Mount","2-SMD, Flat Lead"
"http://www.osram-os.com/Graphics/XPic8/00180649_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/DURIS-P-5.jpg","475-2997-2-ND","GW DASPA1.EC-GUHQ-5R8T-1","OSRAM Opto Semiconductors Inc.","LED DURIS P5 WARM WHT 3000K 2SMD",3600,0,"0.25623",2400,600,"Tape & Reel (TR)","DURIS® P 5","White, Warm","3000K","-","29 lm (26 lm ~ 33 lm)","100mA","3V","97 lm/W","80","250mA","130°","Surface Mount","2-SMD, No Lead"
"http://www.osram-os.com/Graphics/XPic8/00180649_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/DURIS-P-5.jpg","475-2997-1-ND","GW DASPA1.EC-GUHQ-5R8T-1","OSRAM Opto Semiconductors Inc.","LED DURIS P5 WARM WHT 3000K 2SMD",4700,0,"0.42448",2000,1,"Cut Tape (CT)","DURIS® P 5","White, Warm","3000K","-","29 lm (26 lm ~ 33 lm)","100mA","3V","97 lm/W","80","250mA","130°","Surface Mount","2-SMD, No Lead"
"http://www.osram-os.com/Graphics/XPic8/00180649_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/DURIS-P-5.jpg","475-2997-6-ND","GW DASPA1.EC-GUHQ-5R8T-1","OSRAM Opto Semiconductors Inc.","LED DURIS P5 WARM WHT 3000K 2SMD",4700,0,"Calculate",2000,1,"Digi-Reel®","DURIS® P 5","White, Warm","3000K","-","29 lm (26 lm ~ 33 lm)","100mA","3V","97 lm/W","80","250mA","130°","Surface Mount","2-SMD, No Lead"
"http://katalog.we-online.de/led/datasheet/158302260.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5667-2-ND","158302260","Wurth Electronics Inc","LED WL-SWTP COOL WHT 6000K 2SMD",2000,0,"0.34270",2000,2000,"Tape & Reel (TR)","WL-SWTP","White, Cool","6000K","-","22 lm (Typ)","60mA","3.2V","115 lm/W","85 (Typ)","100mA","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://katalog.we-online.de/led/datasheet/158302260.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5667-1-ND","158302260","Wurth Electronics Inc","LED WL-SWTP COOL WHT 6000K 2SMD",2774,0,"0.42334",2000,1,"Cut Tape (CT)","WL-SWTP","White, Cool","6000K","-","22 lm (Typ)","60mA","3.2V","115 lm/W","85 (Typ)","100mA","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://katalog.we-online.de/led/datasheet/158302260.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5667-6-ND","158302260","Wurth Electronics Inc","LED WL-SWTP COOL WHT 6000K 2SMD",2774,0,"Calculate",2000,1,"Digi-Reel®","WL-SWTP","White, Cool","6000K","-","22 lm (Typ)","60mA","3.2V","115 lm/W","85 (Typ)","100mA","120°","Surface Mount","2-SMD, No Lead, Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/SAW8P42A.pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_saw8p42a.jpg","897-1141-2-ND","SAW8P42A-S0S5-EA","Seoul Semiconductor Inc.","LED ACRICH NEU WHITE 4000K 2SMD",3000,0,"0.34703",3000,1500,"Tape & Reel (TR)","Acrich","White, Neutral","4000K (3700K ~ 4200K)","-","29 lm (28 lm ~ 31 lm)","20mA","13V","112 lm/W","80","30mA","115°","Surface Mount","2-SMD, Flat Lead, Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/SAW8P42A.pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_saw8p42a.jpg","897-1141-1-ND","SAW8P42A-S0S5-EA","Seoul Semiconductor Inc.","LED ACRICH NEU WHITE 4000K 2SMD",3269,0,"0.49128",2000,1,"Cut Tape (CT)","Acrich","White, Neutral","4000K (3700K ~ 4200K)","-","29 lm (28 lm ~ 31 lm)","20mA","13V","112 lm/W","80","30mA","115°","Surface Mount","2-SMD, Flat Lead, Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/SAW8P42A.pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_saw8p42a.jpg","897-1141-6-ND","SAW8P42A-S0S5-EA","Seoul Semiconductor Inc.","LED ACRICH NEU WHITE 4000K 2SMD",3269,0,"Calculate",2000,1,"Digi-Reel®","Acrich","White, Neutral","4000K (3700K ~ 4200K)","-","29 lm (28 lm ~ 31 lm)","20mA","13V","112 lm/W","80","30mA","115°","Surface Mount","2-SMD, Flat Lead, Exposed Pad"
"http://www.osram-os.com/Graphics/XPic8/00180649_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/DURIS-P-5.jpg","475-2996-2-ND","GW DASPA1.EC-HPHR-5H7I-1","OSRAM Opto Semiconductors Inc.","LED DURIS P5 COOL WHT 5000K 2SMD",7200,0,"0.28721",2400,600,"Tape & Reel (TR)","DURIS® P 5","White, Cool","5000K","-","32 lm (28 lm ~ 36 lm)","100mA","3V","107 lm/W","80","250mA","130°","Surface Mount","2-SMD, No Lead"
"http://www.osram-os.com/Graphics/XPic8/00180649_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/DURIS-P-5.jpg","475-2996-1-ND","GW DASPA1.EC-HPHR-5H7I-1","OSRAM Opto Semiconductors Inc.","LED DURIS P5 COOL WHT 5000K 2SMD",7798,0,"0.44116",2000,1,"Cut Tape (CT)","DURIS® P 5","White, Cool","5000K","-","32 lm (28 lm ~ 36 lm)","100mA","3V","107 lm/W","80","250mA","130°","Surface Mount","2-SMD, No Lead"
"http://www.osram-os.com/Graphics/XPic8/00180649_0.pdf","http://media.digikey.com/Photos/Osram%20Opto%20Photos/DURIS-P-5.jpg","475-2996-6-ND","GW DASPA1.EC-HPHR-5H7I-1","OSRAM Opto Semiconductors Inc.","LED DURIS P5 COOL WHT 5000K 2SMD",7798,0,"Calculate",2000,1,"Digi-Reel®","DURIS® P 5","White, Cool","5000K","-","32 lm (28 lm ~ 36 lm)","100mA","3V","107 lm/W","80","250mA","130°","Surface Mount","2-SMD, No Lead"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW8T16C.pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_sSTW8T16A(0).jpg","897-1180-2-ND","STW8T16C-Q0S0-GA","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3000K 6SMD",4800,0,"0.35838",2400,1200,"Tape & Reel (TR)","Acrich","White, Warm","3000K (2900K ~ 3200K) (3-Step SDCM MacAdam Ellipse)","-","26 lm (23 lm ~ 30 lm)","65mA","3.05V","131 lm/W","80","100mA","120°","Surface Mount","6-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW8T16C.pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_sSTW8T16A(0).jpg","897-1180-1-ND","STW8T16C-Q0S0-GA","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3000K 6SMD",5979,0,"0.50172",2000,1,"Cut Tape (CT)","Acrich","White, Warm","3000K (2900K ~ 3200K) (3-Step SDCM MacAdam Ellipse)","-","26 lm (23 lm ~ 30 lm)","65mA","3.05V","131 lm/W","80","100mA","120°","Surface Mount","6-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW8T16C.pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_sSTW8T16A(0).jpg","897-1180-6-ND","STW8T16C-Q0S0-GA","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3000K 6SMD",5979,0,"Calculate",2000,1,"Digi-Reel®","Acrich","White, Warm","3000K (2900K ~ 3200K) (3-Step SDCM MacAdam Ellipse)","-","26 lm (23 lm ~ 30 lm)","65mA","3.05V","131 lm/W","80","100mA","120°","Surface Mount","6-SMD, Flat Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLC.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp%20ML-C.jpg","MLCAWT-A1-0000-000WE7TR-ND","MLCAWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",2800,0,"0.37331",2800,1400,"Tape & Reel (TR)","XLamp® ML-C","White, Warm","3000K","-","25 lm (24 lm ~ 27 lm)","100mA","3.2V","78 lm/W","80 (Typ)","350mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLC.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp%20ML-C.jpg","MLCAWT-A1-0000-000WE7CT-ND","MLCAWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",3831,0,"0.53906",2000,1,"Cut Tape (CT)","XLamp® ML-C","White, Warm","3000K","-","25 lm (24 lm ~ 27 lm)","100mA","3.2V","78 lm/W","80 (Typ)","350mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLC.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp%20ML-C.jpg","MLCAWT-A1-0000-000WE7DKR-ND","MLCAWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",3831,0,"Calculate",2000,1,"Digi-Reel®","XLamp® ML-C","White, Warm","3000K","-","25 lm (24 lm ~ 27 lm)","100mA","3.2V","78 lm/W","80 (Typ)","350mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLC.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp%20ML-C.jpg","MLCSWT-A1-0000-000WE7TR-ND","MLCSWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",1400,0,"0.37331",2800,1400,"Tape & Reel (TR)","XLamp® ML-C","White, Warm","3000K","-","25 lm (24 lm ~ 27 lm)","50mA","6.4V","78 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLC.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp%20ML-C.jpg","MLCSWT-A1-0000-000WE7CT-ND","MLCSWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",2064,0,"0.53906",2000,1,"Cut Tape (CT)","XLamp® ML-C","White, Warm","3000K","-","25 lm (24 lm ~ 27 lm)","50mA","6.4V","78 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLC.pdf","http://media.digikey.com/Photos/Cree%20Photos/MFG_XLamp%20ML-C.jpg","MLCSWT-A1-0000-000WE7DKR-ND","MLCSWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",2064,0,"Calculate",2000,1,"Digi-Reel®","XLamp® ML-C","White, Warm","3000K","-","25 lm (24 lm ~ 27 lm)","50mA","6.4V","78 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/Datasheet_STW8Q14BE(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich%20Series%20PKG%204-SMD%20Flat%20Leads.jpg","897-1182-1-ND","STW8Q14BE-T5U0-GA","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3000K 4SMD",9946,0,"0.46813",2000,1,"Cut Tape (CT)","Acrich","White, Warm","3000K (2900K ~ 3200K)","-","33 lm (33 lm ~ 34 lm)","100mA","3.2V","103 lm/W","80","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/Datasheet_STW8Q14BE(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich%20Series%20PKG%204-SMD%20Flat%20Leads.jpg","897-1182-6-ND","STW8Q14BE-T5U0-GA","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3000K 4SMD",9946,0,"Calculate",2000,1,"Digi-Reel®","Acrich","White, Warm","3000K (2900K ~ 3200K)","-","33 lm (33 lm ~ 34 lm)","100mA","3.2V","103 lm/W","80","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/Datasheet_STW8Q14BE(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_STW8Q14B-2%20warm.jpg","897-1101-1-ND","STW8Q14BE-T0U7-FB","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3500K 4SMD",6750,0,"0.46813",2000,1,"Cut Tape (CT)","Acrich","White, Warm","3500K (3200K ~ 3700K)","-","33 lm (31 lm ~ 36 lm)","100mA","3.2V","103 lm/W","80","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.seoulsemicon.com/_upload/Goods_Spec/Datasheet_STW8Q14BE(0).pdf","http://media.digikey.com/Photos/Seoul%20Semi/MFG_STW8Q14B-2%20warm.jpg","897-1101-6-ND","STW8Q14BE-T0U7-FB","Seoul Semiconductor Inc.","LED ACRICH WARM WHITE 3500K 4SMD",6750,0,"Calculate",2000,1,"Digi-Reel®","Acrich","White, Warm","3500K (3200K ~ 3700K)","-","33 lm (31 lm ~ 36 lm)","100mA","3.2V","103 lm/W","80","160mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLB.pdf","http://media.digikey.com/Photos/Cree%20Photos/ML-B.jpg","MLBAWT-A1-0000-000WE7TR-ND","MLBAWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",1400,0,"0.43926",2800,1400,"Tape & Reel (TR)","XLamp® ML-B","White, Warm","3000K","-","27 lm (24 lm ~ 31 lm)","80mA","3.3V","102 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/XLamp/Data%20and%20Binning/XLampMLB.pdf","http://media.digikey.com/Photos/Cree%20Photos/ML-B.jpg","MLBAWT-A1-0000-000WE7CT-ND","MLBAWT-A1-0000-000WE7","Cree Inc.","LED XLAMP WARM WHITE 3000K 4SMD",1727,0,"0.45406",2000,1,"Cut Tape (CT)","XLamp® ML-B","White, Warm","3000K","-","27 lm (24 lm ~ 31 lm)","80mA","3.3V","102 lm/W","80 (Typ)","175mA","120°","Surface Mount","4-SMD, J-Lead Exposed Pad"
